geometry_type,pc_to_mesh_mean,pc_to_mesh_rmse,pc_to_mesh_p95,mesh_to_pc_mean,chamfer_mean,rmse_normalized,accuracy_score,smoothness_score,connectivity_score,artifact_score,global_quality_score,n_vertices,n_triangles,mesh_components,bad_triangle_ratio,mean_aspect_ratio
complex,0.005305663288640147,0.0068426134961345345,0.01300510882004207,0.011411922128262638,0.016717585416902783,0.020887105037292568,0.9795651248449055,0.8194662654843856,0.37925556325228876,0.9398726624390406,0.7795399040051552,1352.571253071253,2518.266584766585,8.726044226044227,0.06012733756095941,8.608898743976788
plane,0.007308046760070601,0.00906702026828311,0.01730243953143634,0.00789960593934776,0.015207652699418362,0.020590685333638285,0.9798380636963335,0.4972497035724721,0.16931858797076366,0.9957956912668056,0.6605505116265937,600.1469575200919,1034.4776119402984,58.95177956371986,0.004204308733194415,2.0647104180632425
spherical,0.005958541216489361,0.007125907786149694,0.01308640243033427,0.011919449885369034,0.017877991101858393,0.021885150234914656,0.9785947376943861,0.8402110520628596,0.17527202298369363,0.9491250909059641,0.7358007259117259,2949.0538860103625,5659.138860103627,13.839378238341968,0.05087490909403602,7.745811150594982
tubular,0.006531829392667454,0.00776386129315607,0.013950199564130624,0.008572009476491862,0.015103838869159317,0.013886555680006532,0.986313373287801,0.7744024114172513,0.7750828096282643,0.9967318928247415,0.8831326217895146,441.55454545454546,748.7599508599509,1.8793611793611793,0.003268107175258485,1.8514018044546723
