file,label,n_points
valve_0235_lidar_classes.ply,4,216
valve_0235_lidar_classes.ply,5,138
valve_0235_lidar_classes.ply,6,717
valve_0235_lidar_classes.ply,7,138
valve_0235_lidar_classes.ply,8,138
valve_0235_lidar_classes.ply,9,222
valve_0235_lidar_classes.ply,10,223
valve_0235_lidar_classes.ply,11,431
valve_0235_lidar_classes.ply,12,559
valve_0235_lidar_classes.ply,13,1151
valve_0236_lidar_classes.ply,0,1051
valve_0236_lidar_classes.ply,1,232
valve_0236_lidar_classes.ply,2,141
valve_0236_lidar_classes.ply,3,359
valve_0236_lidar_classes.ply,4,344
valve_0236_lidar_classes.ply,5,121
valve_0236_lidar_classes.ply,6,743
valve_0236_lidar_classes.ply,7,141
valve_0236_lidar_classes.ply,8,170
valve_0236_lidar_classes.ply,9,297
valve_0236_lidar_classes.ply,10,285
valve_0236_lidar_classes.ply,11,372
valve_0236_lidar_classes.ply,12,568
valve_0236_lidar_classes.ply,13,942
valve_0237_lidar_classes.ply,0,1050
valve_0237_lidar_classes.ply,1,211
valve_0237_lidar_classes.ply,2,148
valve_0237_lidar_classes.ply,3,390
valve_0237_lidar_classes.ply,4,310
valve_0237_lidar_classes.ply,5,120
valve_0237_lidar_classes.ply,6,753
valve_0237_lidar_classes.ply,7,154
valve_0237_lidar_classes.ply,8,135
valve_0237_lidar_classes.ply,9,222
valve_0237_lidar_classes.ply,10,238
valve_0237_lidar_classes.ply,11,467
valve_0237_lidar_classes.ply,12,420
valve_0237_lidar_classes.ply,13,1113
valve_0238_lidar_classes.ply,0,1063
valve_0238_lidar_classes.ply,1,222
valve_0238_lidar_classes.ply,2,160
valve_0238_lidar_classes.ply,3,410
valve_0238_lidar_classes.ply,4,234
valve_0238_lidar_classes.ply,5,109
valve_0238_lidar_classes.ply,6,844
valve_0238_lidar_classes.ply,7,232
valve_0238_lidar_classes.ply,8,187
valve_0238_lidar_classes.ply,9,240
valve_0238_lidar_classes.ply,10,287
valve_0238_lidar_classes.ply,11,358
valve_0238_lidar_classes.ply,12,478
valve_0238_lidar_classes.ply,13,1215
valve_0239_lidar_classes.ply,0,911
valve_0239_lidar_classes.ply,1,232
valve_0239_lidar_classes.ply,2,166
valve_0239_lidar_classes.ply,3,380
valve_0239_lidar_classes.ply,4,337
valve_0239_lidar_classes.ply,5,136
valve_0239_lidar_classes.ply,6,794
valve_0239_lidar_classes.ply,7,117
valve_0239_lidar_classes.ply,8,168
valve_0239_lidar_classes.ply,9,256
valve_0239_lidar_classes.ply,10,253
valve_0239_lidar_classes.ply,11,424
valve_0239_lidar_classes.ply,12,452
valve_0239_lidar_classes.ply,13,1152
valve_0240_lidar_classes.ply,0,950
valve_0240_lidar_classes.ply,1,238
valve_0240_lidar_classes.ply,2,186
valve_0240_lidar_classes.ply,3,377
valve_0240_lidar_classes.ply,4,309
valve_0240_lidar_classes.ply,5,154
valve_0240_lidar_classes.ply,6,707
valve_0240_lidar_classes.ply,7,166
valve_0240_lidar_classes.ply,8,133
valve_0240_lidar_classes.ply,9,269
valve_0240_lidar_classes.ply,10,296
valve_0240_lidar_classes.ply,11,379
valve_0240_lidar_classes.ply,12,433
valve_0240_lidar_classes.ply,13,968
valve_0241_lidar_classes.ply,0,1004
valve_0241_lidar_classes.ply,1,240
valve_0241_lidar_classes.ply,2,189
valve_0241_lidar_classes.ply,3,343
valve_0241_lidar_classes.ply,4,329
valve_0241_lidar_classes.ply,5,140
valve_0241_lidar_classes.ply,6,852
valve_0241_lidar_classes.ply,7,228
valve_0241_lidar_classes.ply,8,210
valve_0241_lidar_classes.ply,9,234
valve_0241_lidar_classes.ply,10,326
valve_0241_lidar_classes.ply,11,329
valve_0241_lidar_classes.ply,12,544
valve_0241_lidar_classes.ply,13,953
valve_0242_lidar_classes.ply,0,1040
valve_0242_lidar_classes.ply,1,230
valve_0242_lidar_classes.ply,2,156
valve_0242_lidar_classes.ply,3,384
valve_0242_lidar_classes.ply,4,314
valve_0242_lidar_classes.ply,5,129
valve_0242_lidar_classes.ply,6,764
valve_0242_lidar_classes.ply,7,188
valve_0242_lidar_classes.ply,8,231
valve_0242_lidar_classes.ply,9,285
valve_0242_lidar_classes.ply,10,291
valve_0242_lidar_classes.ply,11,401
valve_0242_lidar_classes.ply,12,650
valve_0242_lidar_classes.ply,13,981
valve_0243_lidar_classes.ply,0,923
valve_0243_lidar_classes.ply,1,301
valve_0243_lidar_classes.ply,2,140
valve_0243_lidar_classes.ply,3,387
valve_0243_lidar_classes.ply,4,289
valve_0243_lidar_classes.ply,5,134
valve_0243_lidar_classes.ply,6,851
valve_0243_lidar_classes.ply,7,169
valve_0243_lidar_classes.ply,8,227
valve_0243_lidar_classes.ply,9,273
valve_0243_lidar_classes.ply,10,265
valve_0243_lidar_classes.ply,11,379
valve_0243_lidar_classes.ply,12,460
valve_0243_lidar_classes.ply,13,1189
valve_0244_lidar_classes.ply,0,915
valve_0244_lidar_classes.ply,1,250
valve_0244_lidar_classes.ply,2,163
valve_0244_lidar_classes.ply,3,395
valve_0244_lidar_classes.ply,4,315
valve_0244_lidar_classes.ply,5,117
valve_0244_lidar_classes.ply,6,717
valve_0244_lidar_classes.ply,7,114
valve_0244_lidar_classes.ply,8,226
valve_0244_lidar_classes.ply,9,294
valve_0244_lidar_classes.ply,10,248
valve_0244_lidar_classes.ply,11,409
valve_0244_lidar_classes.ply,12,460
valve_0244_lidar_classes.ply,13,1058
valve_0245_lidar_classes.ply,0,1057
valve_0245_lidar_classes.ply,1,233
valve_0245_lidar_classes.ply,2,149
valve_0245_lidar_classes.ply,3,394
valve_0245_lidar_classes.ply,4,327
valve_0245_lidar_classes.ply,5,118
valve_0245_lidar_classes.ply,6,782
valve_0245_lidar_classes.ply,7,217
valve_0245_lidar_classes.ply,8,226
valve_0245_lidar_classes.ply,9,287
valve_0245_lidar_classes.ply,10,309
valve_0245_lidar_classes.ply,11,389
valve_0245_lidar_classes.ply,12,646
valve_0245_lidar_classes.ply,13,1008
valve_0246_lidar_classes.ply,0,1068
valve_0246_lidar_classes.ply,1,240
valve_0246_lidar_classes.ply,2,179
valve_0246_lidar_classes.ply,3,397
valve_0246_lidar_classes.ply,4,356
valve_0246_lidar_classes.ply,5,153
valve_0246_lidar_classes.ply,6,756
valve_0246_lidar_classes.ply,7,152
valve_0246_lidar_classes.ply,8,155
valve_0246_lidar_classes.ply,9,264
valve_0246_lidar_classes.ply,10,247
valve_0246_lidar_classes.ply,11,449
valve_0246_lidar_classes.ply,12,484
valve_0246_lidar_classes.ply,13,996
valve_0247_lidar_classes.ply,0,960
valve_0247_lidar_classes.ply,1,236
valve_0247_lidar_classes.ply,2,176
valve_0247_lidar_classes.ply,3,359
valve_0247_lidar_classes.ply,4,262
valve_0247_lidar_classes.ply,5,109
valve_0247_lidar_classes.ply,6,752
valve_0247_lidar_classes.ply,7,111
valve_0247_lidar_classes.ply,8,218
valve_0247_lidar_classes.ply,9,302
valve_0247_lidar_classes.ply,10,240
valve_0247_lidar_classes.ply,11,377
valve_0247_lidar_classes.ply,12,525
valve_0247_lidar_classes.ply,13,1030
valve_0248_lidar_classes.ply,0,981
valve_0248_lidar_classes.ply,1,243
valve_0248_lidar_classes.ply,2,168
valve_0248_lidar_classes.ply,3,361
valve_0248_lidar_classes.ply,4,316
valve_0248_lidar_classes.ply,5,155
valve_0248_lidar_classes.ply,6,826
valve_0248_lidar_classes.ply,7,194
valve_0248_lidar_classes.ply,8,208
valve_0248_lidar_classes.ply,9,259
valve_0248_lidar_classes.ply,10,264
valve_0248_lidar_classes.ply,11,345
valve_0248_lidar_classes.ply,12,546
valve_0248_lidar_classes.ply,13,1130
valve_0249_lidar_classes.ply,0,1011
valve_0249_lidar_classes.ply,1,256
valve_0249_lidar_classes.ply,2,157
valve_0249_lidar_classes.ply,3,344
valve_0249_lidar_classes.ply,4,392
valve_0249_lidar_classes.ply,5,153
valve_0249_lidar_classes.ply,6,820
valve_0249_lidar_classes.ply,7,246
valve_0249_lidar_classes.ply,8,158
valve_0249_lidar_classes.ply,9,233
valve_0249_lidar_classes.ply,10,354
valve_0249_lidar_classes.ply,11,334
valve_0249_lidar_classes.ply,12,482
valve_0249_lidar_classes.ply,13,973
valve_0250_lidar_classes.ply,0,1008
valve_0250_lidar_classes.ply,1,240
valve_0250_lidar_classes.ply,2,161
valve_0250_lidar_classes.ply,3,393
valve_0250_lidar_classes.ply,4,310
valve_0250_lidar_classes.ply,5,165
valve_0250_lidar_classes.ply,6,735
valve_0250_lidar_classes.ply,7,175
valve_0250_lidar_classes.ply,8,252
valve_0250_lidar_classes.ply,9,303
valve_0250_lidar_classes.ply,10,306
valve_0250_lidar_classes.ply,11,339
valve_0250_lidar_classes.ply,12,658
valve_0250_lidar_classes.ply,13,921
valve_0251_lidar_classes.ply,0,939
valve_0251_lidar_classes.ply,1,282
valve_0251_lidar_classes.ply,2,155
valve_0251_lidar_classes.ply,3,371
valve_0251_lidar_classes.ply,4,369
valve_0251_lidar_classes.ply,5,107
valve_0251_lidar_classes.ply,6,716
valve_0251_lidar_classes.ply,7,144
valve_0251_lidar_classes.ply,8,215
valve_0251_lidar_classes.ply,9,325
valve_0251_lidar_classes.ply,10,306
valve_0251_lidar_classes.ply,11,334
valve_0251_lidar_classes.ply,12,462
valve_0251_lidar_classes.ply,13,972
valve_0252_lidar_classes.ply,0,1007
valve_0252_lidar_classes.ply,1,247
valve_0252_lidar_classes.ply,2,165
valve_0252_lidar_classes.ply,3,393
valve_0252_lidar_classes.ply,4,387
valve_0252_lidar_classes.ply,5,165
valve_0252_lidar_classes.ply,6,904
valve_0252_lidar_classes.ply,7,189
valve_0252_lidar_classes.ply,8,206
valve_0252_lidar_classes.ply,9,270
valve_0252_lidar_classes.ply,10,283
valve_0252_lidar_classes.ply,11,377
valve_0252_lidar_classes.ply,12,542
valve_0252_lidar_classes.ply,13,918
valve_0253_lidar_classes.ply,0,993
valve_0253_lidar_classes.ply,1,276
valve_0253_lidar_classes.ply,2,138
valve_0253_lidar_classes.ply,3,410
valve_0253_lidar_classes.ply,4,256
valve_0253_lidar_classes.ply,5,142
valve_0253_lidar_classes.ply,6,736
valve_0253_lidar_classes.ply,7,172
valve_0253_lidar_classes.ply,8,154
valve_0253_lidar_classes.ply,9,260
valve_0253_lidar_classes.ply,10,282
valve_0253_lidar_classes.ply,11,368
valve_0253_lidar_classes.ply,12,558
valve_0253_lidar_classes.ply,13,1111
valve_0254_lidar_classes.ply,0,955
valve_0254_lidar_classes.ply,1,243
valve_0254_lidar_classes.ply,2,154
valve_0254_lidar_classes.ply,3,403
valve_0254_lidar_classes.ply,4,361
valve_0254_lidar_classes.ply,5,142
valve_0254_lidar_classes.ply,6,720
valve_0254_lidar_classes.ply,7,136
valve_0254_lidar_classes.ply,8,156
valve_0254_lidar_classes.ply,9,283
valve_0254_lidar_classes.ply,10,283
valve_0254_lidar_classes.ply,11,401
valve_0254_lidar_classes.ply,12,445
valve_0254_lidar_classes.ply,13,1017
valve_0255_lidar_classes.ply,0,1095
valve_0255_lidar_classes.ply,1,242
valve_0255_lidar_classes.ply,2,161
valve_0255_lidar_classes.ply,3,387
valve_0255_lidar_classes.ply,4,399
valve_0255_lidar_classes.ply,5,146
valve_0255_lidar_classes.ply,6,798
valve_0255_lidar_classes.ply,7,226
valve_0255_lidar_classes.ply,8,168
valve_0255_lidar_classes.ply,9,218
valve_0255_lidar_classes.ply,10,313
valve_0255_lidar_classes.ply,11,365
valve_0255_lidar_classes.ply,12,477
valve_0255_lidar_classes.ply,13,1041
valve_0256_lidar_classes.ply,0,982
valve_0256_lidar_classes.ply,1,277
valve_0256_lidar_classes.ply,2,163
valve_0256_lidar_classes.ply,3,395
valve_0256_lidar_classes.ply,4,280
valve_0256_lidar_classes.ply,5,163
valve_0256_lidar_classes.ply,6,787
valve_0256_lidar_classes.ply,7,158
valve_0256_lidar_classes.ply,8,236
valve_0256_lidar_classes.ply,9,284
valve_0256_lidar_classes.ply,10,288
valve_0256_lidar_classes.ply,11,365
valve_0256_lidar_classes.ply,12,553
valve_0256_lidar_classes.ply,13,1100
valve_0257_lidar_classes.ply,0,995
valve_0257_lidar_classes.ply,1,251
valve_0257_lidar_classes.ply,2,160
valve_0257_lidar_classes.ply,3,374
valve_0257_lidar_classes.ply,4,327
valve_0257_lidar_classes.ply,5,160
valve_0257_lidar_classes.ply,6,819
valve_0257_lidar_classes.ply,7,163
valve_0257_lidar_classes.ply,8,231
valve_0257_lidar_classes.ply,9,235
valve_0257_lidar_classes.ply,10,244
valve_0257_lidar_classes.ply,11,398
valve_0257_lidar_classes.ply,12,606
valve_0257_lidar_classes.ply,13,1050
valve_0258_lidar_classes.ply,0,997
valve_0258_lidar_classes.ply,1,261
valve_0258_lidar_classes.ply,2,161
valve_0258_lidar_classes.ply,3,369
valve_0258_lidar_classes.ply,4,293
valve_0258_lidar_classes.ply,5,180
valve_0258_lidar_classes.ply,6,729
valve_0258_lidar_classes.ply,7,130
valve_0258_lidar_classes.ply,8,188
valve_0258_lidar_classes.ply,9,283
valve_0258_lidar_classes.ply,10,269
valve_0258_lidar_classes.ply,11,380
valve_0258_lidar_classes.ply,12,608
valve_0258_lidar_classes.ply,13,932
valve_0259_lidar_classes.ply,0,943
valve_0259_lidar_classes.ply,1,301
valve_0259_lidar_classes.ply,2,144
valve_0259_lidar_classes.ply,3,395
valve_0259_lidar_classes.ply,4,372
valve_0259_lidar_classes.ply,5,185
valve_0259_lidar_classes.ply,6,879
valve_0259_lidar_classes.ply,7,149
valve_0259_lidar_classes.ply,8,195
valve_0259_lidar_classes.ply,9,249
valve_0259_lidar_classes.ply,10,230
valve_0259_lidar_classes.ply,11,441
valve_0259_lidar_classes.ply,12,471
valve_0259_lidar_classes.ply,13,973
valve_0260_lidar_classes.ply,0,995
valve_0260_lidar_classes.ply,1,216
valve_0260_lidar_classes.ply,2,174
valve_0260_lidar_classes.ply,3,377
valve_0260_lidar_classes.ply,4,307
valve_0260_lidar_classes.ply,5,170
valve_0260_lidar_classes.ply,6,704
valve_0260_lidar_classes.ply,7,141
valve_0260_lidar_classes.ply,8,151
valve_0260_lidar_classes.ply,9,303
valve_0260_lidar_classes.ply,10,280
valve_0260_lidar_classes.ply,11,415
valve_0260_lidar_classes.ply,12,517
valve_0260_lidar_classes.ply,13,926
valve_0261_lidar_classes.ply,0,1058
valve_0261_lidar_classes.ply,1,221
valve_0261_lidar_classes.ply,2,163
valve_0261_lidar_classes.ply,3,377
valve_0261_lidar_classes.ply,4,367
valve_0261_lidar_classes.ply,5,145
valve_0261_lidar_classes.ply,6,765
valve_0261_lidar_classes.ply,7,137
valve_0261_lidar_classes.ply,8,167
valve_0261_lidar_classes.ply,9,228
valve_0261_lidar_classes.ply,10,234
valve_0261_lidar_classes.ply,11,474
valve_0261_lidar_classes.ply,12,468
valve_0261_lidar_classes.ply,13,1105
valve_0263_lidar_classes.ply,0,1034
valve_0263_lidar_classes.ply,1,253
valve_0263_lidar_classes.ply,2,174
valve_0263_lidar_classes.ply,3,386
valve_0263_lidar_classes.ply,4,302
valve_0263_lidar_classes.ply,5,122
valve_0263_lidar_classes.ply,6,800
valve_0263_lidar_classes.ply,7,215
valve_0263_lidar_classes.ply,8,197
valve_0263_lidar_classes.ply,9,234
valve_0263_lidar_classes.ply,10,305
valve_0263_lidar_classes.ply,11,316
valve_0263_lidar_classes.ply,12,533
valve_0263_lidar_classes.ply,13,1107
valve_0264_lidar_classes.ply,0,1003
valve_0264_lidar_classes.ply,1,220
valve_0264_lidar_classes.ply,2,151
valve_0264_lidar_classes.ply,3,398
valve_0264_lidar_classes.ply,4,325
valve_0264_lidar_classes.ply,5,158
valve_0264_lidar_classes.ply,6,799
valve_0264_lidar_classes.ply,7,136
valve_0264_lidar_classes.ply,8,159
valve_0264_lidar_classes.ply,9,235
valve_0264_lidar_classes.ply,10,241
valve_0264_lidar_classes.ply,11,435
valve_0264_lidar_classes.ply,12,447
valve_0264_lidar_classes.ply,13,1072
valve_0265_lidar_classes.ply,0,1012
valve_0265_lidar_classes.ply,1,248
valve_0265_lidar_classes.ply,2,152
valve_0265_lidar_classes.ply,3,399
valve_0265_lidar_classes.ply,4,321
valve_0265_lidar_classes.ply,5,106
valve_0265_lidar_classes.ply,6,764
valve_0265_lidar_classes.ply,7,195
valve_0265_lidar_classes.ply,8,142
valve_0265_lidar_classes.ply,9,267
valve_0265_lidar_classes.ply,10,274
valve_0265_lidar_classes.ply,11,352
valve_0265_lidar_classes.ply,12,506
valve_0265_lidar_classes.ply,13,1162
valve_0266_lidar_classes.ply,0,983
valve_0266_lidar_classes.ply,1,277
valve_0266_lidar_classes.ply,2,149
valve_0266_lidar_classes.ply,3,395
valve_0266_lidar_classes.ply,4,311
valve_0266_lidar_classes.ply,5,156
valve_0266_lidar_classes.ply,6,843
valve_0266_lidar_classes.ply,7,206
valve_0266_lidar_classes.ply,8,212
valve_0266_lidar_classes.ply,9,289
valve_0266_lidar_classes.ply,10,284
valve_0266_lidar_classes.ply,11,399
valve_0266_lidar_classes.ply,12,580
valve_0266_lidar_classes.ply,13,959
valve_0267_lidar_classes.ply,0,919
valve_0267_lidar_classes.ply,1,238
valve_0267_lidar_classes.ply,2,171
valve_0267_lidar_classes.ply,3,348
valve_0267_lidar_classes.ply,4,369
valve_0267_lidar_classes.ply,5,153
valve_0267_lidar_classes.ply,6,731
valve_0267_lidar_classes.ply,7,156
valve_0267_lidar_classes.ply,8,146
valve_0267_lidar_classes.ply,9,254
valve_0267_lidar_classes.ply,10,259
valve_0267_lidar_classes.ply,11,394
valve_0267_lidar_classes.ply,12,479
valve_0267_lidar_classes.ply,13,1066
valve_0268_lidar_classes.ply,0,907
valve_0268_lidar_classes.ply,1,236
valve_0268_lidar_classes.ply,2,175
valve_0268_lidar_classes.ply,3,385
valve_0268_lidar_classes.ply,4,366
valve_0268_lidar_classes.ply,5,149
valve_0268_lidar_classes.ply,6,754
valve_0268_lidar_classes.ply,7,131
valve_0268_lidar_classes.ply,8,153
valve_0268_lidar_classes.ply,9,259
valve_0268_lidar_classes.ply,10,258
valve_0268_lidar_classes.ply,11,407
valve_0268_lidar_classes.ply,12,588
valve_0268_lidar_classes.ply,13,1038
valve_0269_lidar_classes.ply,0,1002
valve_0269_lidar_classes.ply,1,251
valve_0269_lidar_classes.ply,2,160
valve_0269_lidar_classes.ply,3,352
valve_0269_lidar_classes.ply,4,293
valve_0269_lidar_classes.ply,5,137
valve_0269_lidar_classes.ply,6,794
valve_0269_lidar_classes.ply,7,193
valve_0269_lidar_classes.ply,8,241
valve_0269_lidar_classes.ply,9,255
valve_0269_lidar_classes.ply,10,270
valve_0269_lidar_classes.ply,11,365
valve_0269_lidar_classes.ply,12,504
valve_0269_lidar_classes.ply,13,1153
valve_0270_lidar_classes.ply,0,1040
valve_0270_lidar_classes.ply,1,234
valve_0270_lidar_classes.ply,2,174
valve_0270_lidar_classes.ply,3,395
valve_0270_lidar_classes.ply,4,302
valve_0270_lidar_classes.ply,5,106
valve_0270_lidar_classes.ply,6,819
valve_0270_lidar_classes.ply,7,244
valve_0270_lidar_classes.ply,8,189
valve_0270_lidar_classes.ply,9,241
valve_0270_lidar_classes.ply,10,337
valve_0270_lidar_classes.ply,11,334
valve_0270_lidar_classes.ply,12,563
valve_0270_lidar_classes.ply,13,1022
valve_0271_lidar_classes.ply,0,1097
valve_0271_lidar_classes.ply,1,207
valve_0271_lidar_classes.ply,2,151
valve_0271_lidar_classes.ply,3,372
valve_0271_lidar_classes.ply,4,335
valve_0271_lidar_classes.ply,5,159
valve_0271_lidar_classes.ply,6,771
valve_0271_lidar_classes.ply,7,128
valve_0271_lidar_classes.ply,8,147
valve_0271_lidar_classes.ply,9,254
valve_0271_lidar_classes.ply,10,231
valve_0271_lidar_classes.ply,11,468
valve_0271_lidar_classes.ply,12,501
valve_0271_lidar_classes.ply,13,1019
valve_0272_lidar_classes.ply,0,941
valve_0272_lidar_classes.ply,1,259
valve_0272_lidar_classes.ply,2,168
valve_0272_lidar_classes.ply,3,395
valve_0272_lidar_classes.ply,4,361
valve_0272_lidar_classes.ply,5,125
valve_0272_lidar_classes.ply,6,804
valve_0272_lidar_classes.ply,7,114
valve_0272_lidar_classes.ply,8,226
valve_0272_lidar_classes.ply,9,336
valve_0272_lidar_classes.ply,10,261
valve_0272_lidar_classes.ply,11,331
valve_0272_lidar_classes.ply,12,407
valve_0272_lidar_classes.ply,13,965
valve_0273_lidar_classes.ply,0,936
valve_0273_lidar_classes.ply,1,286
valve_0273_lidar_classes.ply,2,175
valve_0273_lidar_classes.ply,3,349
valve_0273_lidar_classes.ply,4,338
valve_0273_lidar_classes.ply,5,102
valve_0273_lidar_classes.ply,6,779
valve_0273_lidar_classes.ply,7,190
valve_0273_lidar_classes.ply,8,128
valve_0273_lidar_classes.ply,9,306
valve_0273_lidar_classes.ply,10,280
valve_0273_lidar_classes.ply,11,348
valve_0273_lidar_classes.ply,12,512
valve_0273_lidar_classes.ply,13,1065
valve_0274_lidar_classes.ply,0,960
valve_0274_lidar_classes.ply,1,241
valve_0274_lidar_classes.ply,2,167
valve_0274_lidar_classes.ply,3,380
valve_0274_lidar_classes.ply,4,320
valve_0274_lidar_classes.ply,5,146
valve_0274_lidar_classes.ply,6,787
valve_0274_lidar_classes.ply,7,167
valve_0274_lidar_classes.ply,8,116
valve_0274_lidar_classes.ply,9,216
valve_0274_lidar_classes.ply,10,191
valve_0274_lidar_classes.ply,11,400
valve_0274_lidar_classes.ply,12,458
valve_0274_lidar_classes.ply,13,1133
valve_0275_lidar_classes.ply,0,1027
valve_0275_lidar_classes.ply,1,225
valve_0275_lidar_classes.ply,2,141
valve_0275_lidar_classes.ply,3,384
valve_0275_lidar_classes.ply,4,320
valve_0275_lidar_classes.ply,5,115
valve_0275_lidar_classes.ply,6,724
valve_0275_lidar_classes.ply,7,110
valve_0275_lidar_classes.ply,8,196
valve_0275_lidar_classes.ply,9,314
valve_0275_lidar_classes.ply,10,263
valve_0275_lidar_classes.ply,11,360
valve_0275_lidar_classes.ply,12,490
valve_0275_lidar_classes.ply,13,1042
valve_0276_lidar_classes.ply,0,1016
valve_0276_lidar_classes.ply,1,252
valve_0276_lidar_classes.ply,2,137
valve_0276_lidar_classes.ply,3,402
valve_0276_lidar_classes.ply,4,339
valve_0276_lidar_classes.ply,5,175
valve_0276_lidar_classes.ply,6,741
valve_0276_lidar_classes.ply,7,154
valve_0276_lidar_classes.ply,8,234
valve_0276_lidar_classes.ply,9,275
valve_0276_lidar_classes.ply,10,250
valve_0276_lidar_classes.ply,11,419
valve_0276_lidar_classes.ply,12,467
valve_0276_lidar_classes.ply,13,1103
valve_0277_lidar_classes.ply,0,957
valve_0277_lidar_classes.ply,1,255
valve_0277_lidar_classes.ply,2,153
valve_0277_lidar_classes.ply,3,434
valve_0277_lidar_classes.ply,4,304
valve_0277_lidar_classes.ply,5,139
valve_0277_lidar_classes.ply,6,719
valve_0277_lidar_classes.ply,7,148
valve_0277_lidar_classes.ply,8,140
valve_0277_lidar_classes.ply,9,249
valve_0277_lidar_classes.ply,10,268
valve_0277_lidar_classes.ply,11,414
valve_0277_lidar_classes.ply,12,465
valve_0277_lidar_classes.ply,13,1032
valve_0278_lidar_classes.ply,0,1165
valve_0278_lidar_classes.ply,1,219
valve_0278_lidar_classes.ply,2,187
valve_0278_lidar_classes.ply,3,400
valve_0278_lidar_classes.ply,4,335
valve_0278_lidar_classes.ply,5,145
valve_0278_lidar_classes.ply,6,734
valve_0278_lidar_classes.ply,7,146
valve_0278_lidar_classes.ply,8,183
valve_0278_lidar_classes.ply,9,280
valve_0278_lidar_classes.ply,10,247
valve_0278_lidar_classes.ply,11,399
valve_0278_lidar_classes.ply,12,549
valve_0278_lidar_classes.ply,13,1056
valve_0279_lidar_classes.ply,0,980
valve_0279_lidar_classes.ply,1,248
valve_0279_lidar_classes.ply,2,159
valve_0279_lidar_classes.ply,3,402
valve_0279_lidar_classes.ply,4,356
valve_0279_lidar_classes.ply,5,163
valve_0279_lidar_classes.ply,6,773
valve_0279_lidar_classes.ply,7,204
valve_0279_lidar_classes.ply,8,214
valve_0279_lidar_classes.ply,9,259
valve_0279_lidar_classes.ply,10,285
valve_0279_lidar_classes.ply,11,371
valve_0279_lidar_classes.ply,12,618
valve_0279_lidar_classes.ply,13,987
valve_0280_lidar_classes.ply,0,1028
valve_0280_lidar_classes.ply,1,253
valve_0280_lidar_classes.ply,2,142
valve_0280_lidar_classes.ply,3,377
valve_0280_lidar_classes.ply,4,371
valve_0280_lidar_classes.ply,5,147
valve_0280_lidar_classes.ply,6,787
valve_0280_lidar_classes.ply,7,165
valve_0280_lidar_classes.ply,8,152
valve_0280_lidar_classes.ply,9,274
valve_0280_lidar_classes.ply,10,271
valve_0280_lidar_classes.ply,11,341
valve_0280_lidar_classes.ply,12,451
valve_0280_lidar_classes.ply,13,1056
valve_0281_lidar_classes.ply,0,1008
valve_0281_lidar_classes.ply,1,287
valve_0281_lidar_classes.ply,2,136
valve_0281_lidar_classes.ply,3,339
valve_0281_lidar_classes.ply,4,350
valve_0281_lidar_classes.ply,5,120
valve_0281_lidar_classes.ply,6,768
valve_0281_lidar_classes.ply,7,166
valve_0281_lidar_classes.ply,8,165
valve_0281_lidar_classes.ply,9,268
valve_0281_lidar_classes.ply,10,277
valve_0281_lidar_classes.ply,11,408
valve_0281_lidar_classes.ply,12,499
valve_0281_lidar_classes.ply,13,1035
valve_0282_lidar_classes.ply,0,980
valve_0282_lidar_classes.ply,1,265
valve_0282_lidar_classes.ply,2,150
valve_0282_lidar_classes.ply,3,403
valve_0282_lidar_classes.ply,4,287
valve_0282_lidar_classes.ply,5,136
valve_0282_lidar_classes.ply,6,809
valve_0282_lidar_classes.ply,7,206
valve_0282_lidar_classes.ply,8,130
valve_0282_lidar_classes.ply,9,267
valve_0282_lidar_classes.ply,10,252
valve_0282_lidar_classes.ply,11,361
valve_0282_lidar_classes.ply,12,530
valve_0282_lidar_classes.ply,13,1099
valve_0283_lidar_classes.ply,0,991
valve_0283_lidar_classes.ply,1,242
valve_0283_lidar_classes.ply,2,164
valve_0283_lidar_classes.ply,3,417
valve_0283_lidar_classes.ply,4,310
valve_0283_lidar_classes.ply,5,123
valve_0283_lidar_classes.ply,6,779
valve_0283_lidar_classes.ply,7,112
valve_0283_lidar_classes.ply,8,195
valve_0283_lidar_classes.ply,9,284
valve_0283_lidar_classes.ply,10,264
valve_0283_lidar_classes.ply,11,393
valve_0283_lidar_classes.ply,12,642
valve_0283_lidar_classes.ply,13,989
valve_0284_lidar_classes.ply,0,1050
valve_0284_lidar_classes.ply,1,238
valve_0284_lidar_classes.ply,2,170
valve_0284_lidar_classes.ply,3,424
valve_0284_lidar_classes.ply,4,257
valve_0284_lidar_classes.ply,5,167
valve_0284_lidar_classes.ply,6,772
valve_0284_lidar_classes.ply,7,208
valve_0284_lidar_classes.ply,8,153
valve_0284_lidar_classes.ply,9,216
valve_0284_lidar_classes.ply,10,307
valve_0284_lidar_classes.ply,11,356
valve_0284_lidar_classes.ply,12,637
valve_0284_lidar_classes.ply,13,950
valve_0285_lidar_classes.ply,0,942
valve_0285_lidar_classes.ply,1,245
valve_0285_lidar_classes.ply,2,161
valve_0285_lidar_classes.ply,3,403
valve_0285_lidar_classes.ply,4,363
valve_0285_lidar_classes.ply,5,112
valve_0285_lidar_classes.ply,6,709
valve_0285_lidar_classes.ply,7,121
valve_0285_lidar_classes.ply,8,223
valve_0285_lidar_classes.ply,9,303
valve_0285_lidar_classes.ply,10,243
valve_0285_lidar_classes.ply,11,410
valve_0285_lidar_classes.ply,12,502
valve_0285_lidar_classes.ply,13,955
