file,label,n_points
valve_0108_lidar_classes.ply,2,165
valve_0108_lidar_classes.ply,3,381
valve_0108_lidar_classes.ply,4,371
valve_0108_lidar_classes.ply,5,139
valve_0108_lidar_classes.ply,6,871
valve_0108_lidar_classes.ply,7,220
valve_0108_lidar_classes.ply,8,190
valve_0108_lidar_classes.ply,9,263
valve_0108_lidar_classes.ply,10,312
valve_0108_lidar_classes.ply,11,398
valve_0108_lidar_classes.ply,12,508
valve_0108_lidar_classes.ply,13,927
valve_0109_lidar_classes.ply,0,928
valve_0109_lidar_classes.ply,1,223
valve_0109_lidar_classes.ply,2,185
valve_0109_lidar_classes.ply,3,415
valve_0109_lidar_classes.ply,4,295
valve_0109_lidar_classes.ply,5,143
valve_0109_lidar_classes.ply,6,754
valve_0109_lidar_classes.ply,7,197
valve_0109_lidar_classes.ply,8,127
valve_0109_lidar_classes.ply,9,225
valve_0109_lidar_classes.ply,10,307
valve_0109_lidar_classes.ply,11,361
valve_0109_lidar_classes.ply,12,568
valve_0109_lidar_classes.ply,13,979
valve_0110_lidar_classes.ply,0,1050
valve_0110_lidar_classes.ply,1,260
valve_0110_lidar_classes.ply,2,151
valve_0110_lidar_classes.ply,3,383
valve_0110_lidar_classes.ply,4,326
valve_0110_lidar_classes.ply,5,174
valve_0110_lidar_classes.ply,6,789
valve_0110_lidar_classes.ply,7,126
valve_0110_lidar_classes.ply,8,184
valve_0110_lidar_classes.ply,9,260
valve_0110_lidar_classes.ply,10,247
valve_0110_lidar_classes.ply,11,396
valve_0110_lidar_classes.ply,12,467
valve_0110_lidar_classes.ply,13,1084
valve_0111_lidar_classes.ply,0,1007
valve_0111_lidar_classes.ply,1,262
valve_0111_lidar_classes.ply,2,172
valve_0111_lidar_classes.ply,3,363
valve_0111_lidar_classes.ply,4,380
valve_0111_lidar_classes.ply,5,140
valve_0111_lidar_classes.ply,6,756
valve_0111_lidar_classes.ply,7,201
valve_0111_lidar_classes.ply,8,133
valve_0111_lidar_classes.ply,9,270
valve_0111_lidar_classes.ply,10,248
valve_0111_lidar_classes.ply,11,380
valve_0111_lidar_classes.ply,12,493
valve_0111_lidar_classes.ply,13,1075
valve_0112_lidar_classes.ply,0,1006
valve_0112_lidar_classes.ply,1,241
valve_0112_lidar_classes.ply,2,178
valve_0112_lidar_classes.ply,3,339
valve_0112_lidar_classes.ply,4,349
valve_0112_lidar_classes.ply,5,94
valve_0112_lidar_classes.ply,6,761
valve_0112_lidar_classes.ply,7,121
valve_0112_lidar_classes.ply,8,213
valve_0112_lidar_classes.ply,9,327
valve_0112_lidar_classes.ply,10,201
valve_0112_lidar_classes.ply,11,333
valve_0112_lidar_classes.ply,12,452
valve_0112_lidar_classes.ply,13,1044
valve_0113_lidar_classes.ply,0,985
valve_0113_lidar_classes.ply,1,227
valve_0113_lidar_classes.ply,2,159
valve_0113_lidar_classes.ply,3,413
valve_0113_lidar_classes.ply,4,289
valve_0113_lidar_classes.ply,5,153
valve_0113_lidar_classes.ply,6,896
valve_0113_lidar_classes.ply,7,210
valve_0113_lidar_classes.ply,8,157
valve_0113_lidar_classes.ply,9,230
valve_0113_lidar_classes.ply,10,307
valve_0113_lidar_classes.ply,11,391
valve_0113_lidar_classes.ply,12,584
valve_0113_lidar_classes.ply,13,941
valve_0114_lidar_classes.ply,0,1042
valve_0114_lidar_classes.ply,1,240
valve_0114_lidar_classes.ply,2,180
valve_0114_lidar_classes.ply,3,376
valve_0114_lidar_classes.ply,4,313
valve_0114_lidar_classes.ply,5,148
valve_0114_lidar_classes.ply,6,910
valve_0114_lidar_classes.ply,7,191
valve_0114_lidar_classes.ply,8,128
valve_0114_lidar_classes.ply,9,211
valve_0114_lidar_classes.ply,10,257
valve_0114_lidar_classes.ply,11,422
valve_0114_lidar_classes.ply,12,436
valve_0114_lidar_classes.ply,13,1024
valve_0115_lidar_classes.ply,0,905
valve_0115_lidar_classes.ply,1,240
valve_0115_lidar_classes.ply,2,185
valve_0115_lidar_classes.ply,3,397
valve_0115_lidar_classes.ply,4,372
valve_0115_lidar_classes.ply,5,126
valve_0115_lidar_classes.ply,6,734
valve_0115_lidar_classes.ply,7,120
valve_0115_lidar_classes.ply,8,208
valve_0115_lidar_classes.ply,9,280
valve_0115_lidar_classes.ply,10,255
valve_0115_lidar_classes.ply,11,394
valve_0115_lidar_classes.ply,12,489
valve_0115_lidar_classes.ply,13,1075
valve_0116_lidar_classes.ply,0,1000
valve_0116_lidar_classes.ply,1,231
valve_0116_lidar_classes.ply,2,158
valve_0116_lidar_classes.ply,3,388
valve_0116_lidar_classes.ply,4,335
valve_0116_lidar_classes.ply,5,150
valve_0116_lidar_classes.ply,6,773
valve_0116_lidar_classes.ply,7,201
valve_0116_lidar_classes.ply,8,152
valve_0116_lidar_classes.ply,9,209
valve_0116_lidar_classes.ply,10,316
valve_0116_lidar_classes.ply,11,341
valve_0116_lidar_classes.ply,12,534
valve_0116_lidar_classes.ply,13,1045
valve_0117_lidar_classes.ply,0,966
valve_0117_lidar_classes.ply,1,249
valve_0117_lidar_classes.ply,2,151
valve_0117_lidar_classes.ply,3,402
valve_0117_lidar_classes.ply,4,260
valve_0117_lidar_classes.ply,5,124
valve_0117_lidar_classes.ply,6,772
valve_0117_lidar_classes.ply,7,149
valve_0117_lidar_classes.ply,8,163
valve_0117_lidar_classes.ply,9,281
valve_0117_lidar_classes.ply,10,304
valve_0117_lidar_classes.ply,11,343
valve_0117_lidar_classes.ply,12,540
valve_0117_lidar_classes.ply,13,1017
valve_0118_lidar_classes.ply,0,1027
valve_0118_lidar_classes.ply,1,278
valve_0118_lidar_classes.ply,2,154
valve_0118_lidar_classes.ply,3,393
valve_0118_lidar_classes.ply,4,298
valve_0118_lidar_classes.ply,5,162
valve_0118_lidar_classes.ply,6,785
valve_0118_lidar_classes.ply,7,147
valve_0118_lidar_classes.ply,8,221
valve_0118_lidar_classes.ply,9,317
valve_0118_lidar_classes.ply,10,244
valve_0118_lidar_classes.ply,11,352
valve_0118_lidar_classes.ply,12,521
valve_0118_lidar_classes.ply,13,1064
valve_0119_lidar_classes.ply,0,922
valve_0119_lidar_classes.ply,1,265
valve_0119_lidar_classes.ply,2,157
valve_0119_lidar_classes.ply,3,410
valve_0119_lidar_classes.ply,4,307
valve_0119_lidar_classes.ply,5,135
valve_0119_lidar_classes.ply,6,755
valve_0119_lidar_classes.ply,7,162
valve_0119_lidar_classes.ply,8,136
valve_0119_lidar_classes.ply,9,268
valve_0119_lidar_classes.ply,10,221
valve_0119_lidar_classes.ply,11,401
valve_0119_lidar_classes.ply,12,581
valve_0119_lidar_classes.ply,13,956
valve_0120_lidar_classes.ply,0,1032
valve_0120_lidar_classes.ply,1,202
valve_0120_lidar_classes.ply,2,169
valve_0120_lidar_classes.ply,3,405
valve_0120_lidar_classes.ply,4,279
valve_0120_lidar_classes.ply,5,153
valve_0120_lidar_classes.ply,6,761
valve_0120_lidar_classes.ply,7,147
valve_0120_lidar_classes.ply,8,144
valve_0120_lidar_classes.ply,9,218
valve_0120_lidar_classes.ply,10,261
valve_0120_lidar_classes.ply,11,454
valve_0120_lidar_classes.ply,12,432
valve_0120_lidar_classes.ply,13,1044
valve_0121_lidar_classes.ply,0,989
valve_0121_lidar_classes.ply,1,265
valve_0121_lidar_classes.ply,2,150
valve_0121_lidar_classes.ply,3,401
valve_0121_lidar_classes.ply,4,359
valve_0121_lidar_classes.ply,5,128
valve_0121_lidar_classes.ply,6,753
valve_0121_lidar_classes.ply,7,158
valve_0121_lidar_classes.ply,8,141
valve_0121_lidar_classes.ply,9,250
valve_0121_lidar_classes.ply,10,241
valve_0121_lidar_classes.ply,11,364
valve_0121_lidar_classes.ply,12,484
valve_0121_lidar_classes.ply,13,1193
valve_0122_lidar_classes.ply,0,1006
valve_0122_lidar_classes.ply,1,246
valve_0122_lidar_classes.ply,2,183
valve_0122_lidar_classes.ply,3,389
valve_0122_lidar_classes.ply,4,293
valve_0122_lidar_classes.ply,5,188
valve_0122_lidar_classes.ply,6,674
valve_0122_lidar_classes.ply,7,153
valve_0122_lidar_classes.ply,8,160
valve_0122_lidar_classes.ply,9,274
valve_0122_lidar_classes.ply,10,288
valve_0122_lidar_classes.ply,11,415
valve_0122_lidar_classes.ply,12,538
valve_0122_lidar_classes.ply,13,929
valve_0123_lidar_classes.ply,0,1024
valve_0123_lidar_classes.ply,1,245
valve_0123_lidar_classes.ply,2,176
valve_0123_lidar_classes.ply,3,363
valve_0123_lidar_classes.ply,4,375
valve_0123_lidar_classes.ply,5,157
valve_0123_lidar_classes.ply,6,765
valve_0123_lidar_classes.ply,7,201
valve_0123_lidar_classes.ply,8,127
valve_0123_lidar_classes.ply,9,218
valve_0123_lidar_classes.ply,10,316
valve_0123_lidar_classes.ply,11,388
valve_0123_lidar_classes.ply,12,451
valve_0123_lidar_classes.ply,13,1003
valve_0124_lidar_classes.ply,0,936
valve_0124_lidar_classes.ply,1,254
valve_0124_lidar_classes.ply,2,166
valve_0124_lidar_classes.ply,3,390
valve_0124_lidar_classes.ply,4,343
valve_0124_lidar_classes.ply,5,125
valve_0124_lidar_classes.ply,6,748
valve_0124_lidar_classes.ply,7,136
valve_0124_lidar_classes.ply,8,189
valve_0124_lidar_classes.ply,9,309
valve_0124_lidar_classes.ply,10,282
valve_0124_lidar_classes.ply,11,341
valve_0124_lidar_classes.ply,12,496
valve_0124_lidar_classes.ply,13,987
valve_0125_lidar_classes.ply,0,943
valve_0125_lidar_classes.ply,1,266
valve_0125_lidar_classes.ply,2,154
valve_0125_lidar_classes.ply,3,410
valve_0125_lidar_classes.ply,4,277
valve_0125_lidar_classes.ply,5,135
valve_0125_lidar_classes.ply,6,772
valve_0125_lidar_classes.ply,7,169
valve_0125_lidar_classes.ply,8,144
valve_0125_lidar_classes.ply,9,249
valve_0125_lidar_classes.ply,10,277
valve_0125_lidar_classes.ply,11,397
valve_0125_lidar_classes.ply,12,566
valve_0125_lidar_classes.ply,13,1080
valve_0126_lidar_classes.ply,0,981
valve_0126_lidar_classes.ply,1,268
valve_0126_lidar_classes.ply,2,156
valve_0126_lidar_classes.ply,3,395
valve_0126_lidar_classes.ply,4,342
valve_0126_lidar_classes.ply,5,125
valve_0126_lidar_classes.ply,6,819
valve_0126_lidar_classes.ply,7,208
valve_0126_lidar_classes.ply,8,134
valve_0126_lidar_classes.ply,9,302
valve_0126_lidar_classes.ply,10,275
valve_0126_lidar_classes.ply,11,341
valve_0126_lidar_classes.ply,12,469
valve_0126_lidar_classes.ply,13,1028
valve_0127_lidar_classes.ply,0,1035
valve_0127_lidar_classes.ply,1,242
valve_0127_lidar_classes.ply,2,161
valve_0127_lidar_classes.ply,3,352
valve_0127_lidar_classes.ply,4,358
valve_0127_lidar_classes.ply,5,141
valve_0127_lidar_classes.ply,6,843
valve_0127_lidar_classes.ply,7,235
valve_0127_lidar_classes.ply,8,157
valve_0127_lidar_classes.ply,9,213
valve_0127_lidar_classes.ply,10,331
valve_0127_lidar_classes.ply,11,373
valve_0127_lidar_classes.ply,12,615
valve_0127_lidar_classes.ply,13,933
valve_0128_lidar_classes.ply,0,940
valve_0128_lidar_classes.ply,1,260
valve_0128_lidar_classes.ply,2,148
valve_0128_lidar_classes.ply,3,416
valve_0128_lidar_classes.ply,4,380
valve_0128_lidar_classes.ply,5,158
valve_0128_lidar_classes.ply,6,794
valve_0128_lidar_classes.ply,7,212
valve_0128_lidar_classes.ply,8,250
valve_0128_lidar_classes.ply,9,263
valve_0128_lidar_classes.ply,10,297
valve_0128_lidar_classes.ply,11,388
valve_0128_lidar_classes.ply,12,488
valve_0128_lidar_classes.ply,13,999
valve_0129_lidar_classes.ply,0,1053
valve_0129_lidar_classes.ply,1,262
valve_0129_lidar_classes.ply,2,134
valve_0129_lidar_classes.ply,3,384
valve_0129_lidar_classes.ply,4,300
valve_0129_lidar_classes.ply,5,103
valve_0129_lidar_classes.ply,6,773
valve_0129_lidar_classes.ply,7,171
valve_0129_lidar_classes.ply,8,152
valve_0129_lidar_classes.ply,9,290
valve_0129_lidar_classes.ply,10,251
valve_0129_lidar_classes.ply,11,394
valve_0129_lidar_classes.ply,12,460
valve_0129_lidar_classes.ply,13,1129
valve_0130_lidar_classes.ply,0,947
valve_0130_lidar_classes.ply,1,245
valve_0130_lidar_classes.ply,2,204
valve_0130_lidar_classes.ply,3,358
valve_0130_lidar_classes.ply,4,386
valve_0130_lidar_classes.ply,5,149
valve_0130_lidar_classes.ply,6,947
valve_0130_lidar_classes.ply,7,202
valve_0130_lidar_classes.ply,8,151
valve_0130_lidar_classes.ply,9,221
valve_0130_lidar_classes.ply,10,316
valve_0130_lidar_classes.ply,11,377
valve_0130_lidar_classes.ply,12,366
valve_0130_lidar_classes.ply,13,1003
valve_0131_lidar_classes.ply,0,960
valve_0131_lidar_classes.ply,1,261
valve_0131_lidar_classes.ply,2,149
valve_0131_lidar_classes.ply,3,441
valve_0131_lidar_classes.ply,4,241
valve_0131_lidar_classes.ply,5,106
valve_0131_lidar_classes.ply,6,772
valve_0131_lidar_classes.ply,7,200
valve_0131_lidar_classes.ply,8,145
valve_0131_lidar_classes.ply,9,272
valve_0131_lidar_classes.ply,10,273
valve_0131_lidar_classes.ply,11,310
valve_0131_lidar_classes.ply,12,614
valve_0131_lidar_classes.ply,13,1134
valve_0132_lidar_classes.ply,0,912
valve_0132_lidar_classes.ply,1,252
valve_0132_lidar_classes.ply,2,187
valve_0132_lidar_classes.ply,3,378
valve_0132_lidar_classes.ply,4,293
valve_0132_lidar_classes.ply,5,142
valve_0132_lidar_classes.ply,6,843
valve_0132_lidar_classes.ply,7,163
valve_0132_lidar_classes.ply,8,124
valve_0132_lidar_classes.ply,9,253
valve_0132_lidar_classes.ply,10,244
valve_0132_lidar_classes.ply,11,393
valve_0132_lidar_classes.ply,12,505
valve_0132_lidar_classes.ply,13,1163
valve_0133_lidar_classes.ply,0,984
valve_0133_lidar_classes.ply,1,247
valve_0133_lidar_classes.ply,2,169
valve_0133_lidar_classes.ply,3,400
valve_0133_lidar_classes.ply,4,347
valve_0133_lidar_classes.ply,5,148
valve_0133_lidar_classes.ply,6,749
valve_0133_lidar_classes.ply,7,235
valve_0133_lidar_classes.ply,8,218
valve_0133_lidar_classes.ply,9,249
valve_0133_lidar_classes.ply,10,309
valve_0133_lidar_classes.ply,11,348
valve_0133_lidar_classes.ply,12,639
valve_0133_lidar_classes.ply,13,898
valve_0134_lidar_classes.ply,0,1096
valve_0134_lidar_classes.ply,1,227
valve_0134_lidar_classes.ply,2,159
valve_0134_lidar_classes.ply,3,372
valve_0134_lidar_classes.ply,4,286
valve_0134_lidar_classes.ply,5,103
valve_0134_lidar_classes.ply,6,794
valve_0134_lidar_classes.ply,7,113
valve_0134_lidar_classes.ply,8,209
valve_0134_lidar_classes.ply,9,341
valve_0134_lidar_classes.ply,10,285
valve_0134_lidar_classes.ply,11,310
valve_0134_lidar_classes.ply,12,490
valve_0134_lidar_classes.ply,13,1054
valve_0136_lidar_classes.ply,0,1014
valve_0136_lidar_classes.ply,1,234
valve_0136_lidar_classes.ply,2,168
valve_0136_lidar_classes.ply,3,358
valve_0136_lidar_classes.ply,4,339
valve_0136_lidar_classes.ply,5,130
valve_0136_lidar_classes.ply,6,858
valve_0136_lidar_classes.ply,7,211
valve_0136_lidar_classes.ply,8,135
valve_0136_lidar_classes.ply,9,201
valve_0136_lidar_classes.ply,10,316
valve_0136_lidar_classes.ply,11,399
valve_0136_lidar_classes.ply,12,439
valve_0136_lidar_classes.ply,13,1024
valve_0137_lidar_classes.ply,0,1021
valve_0137_lidar_classes.ply,1,236
valve_0137_lidar_classes.ply,2,170
valve_0137_lidar_classes.ply,3,368
valve_0137_lidar_classes.ply,4,304
valve_0137_lidar_classes.ply,5,126
valve_0137_lidar_classes.ply,6,808
valve_0137_lidar_classes.ply,7,191
valve_0137_lidar_classes.ply,8,140
valve_0137_lidar_classes.ply,9,197
valve_0137_lidar_classes.ply,10,299
valve_0137_lidar_classes.ply,11,402
valve_0137_lidar_classes.ply,12,483
valve_0137_lidar_classes.ply,13,1052
valve_0138_lidar_classes.ply,0,1040
valve_0138_lidar_classes.ply,1,229
valve_0138_lidar_classes.ply,2,135
valve_0138_lidar_classes.ply,3,426
valve_0138_lidar_classes.ply,4,276
valve_0138_lidar_classes.ply,5,119
valve_0138_lidar_classes.ply,6,783
valve_0138_lidar_classes.ply,7,134
valve_0138_lidar_classes.ply,8,173
valve_0138_lidar_classes.ply,9,315
valve_0138_lidar_classes.ply,10,270
valve_0138_lidar_classes.ply,11,356
valve_0138_lidar_classes.ply,12,421
valve_0138_lidar_classes.ply,13,1111
valve_0139_lidar_classes.ply,0,957
valve_0139_lidar_classes.ply,1,263
valve_0139_lidar_classes.ply,2,144
valve_0139_lidar_classes.ply,3,395
valve_0139_lidar_classes.ply,4,333
valve_0139_lidar_classes.ply,5,158
valve_0139_lidar_classes.ply,6,704
valve_0139_lidar_classes.ply,7,187
valve_0139_lidar_classes.ply,8,168
valve_0139_lidar_classes.ply,9,279
valve_0139_lidar_classes.ply,10,288
valve_0139_lidar_classes.ply,11,356
valve_0139_lidar_classes.ply,12,460
valve_0139_lidar_classes.ply,13,1017
valve_0140_lidar_classes.ply,0,924
valve_0140_lidar_classes.ply,1,257
valve_0140_lidar_classes.ply,2,171
valve_0140_lidar_classes.ply,3,407
valve_0140_lidar_classes.ply,4,243
valve_0140_lidar_classes.ply,5,144
valve_0140_lidar_classes.ply,6,764
valve_0140_lidar_classes.ply,7,122
valve_0140_lidar_classes.ply,8,179
valve_0140_lidar_classes.ply,9,267
valve_0140_lidar_classes.ply,10,227
valve_0140_lidar_classes.ply,11,458
valve_0140_lidar_classes.ply,12,608
valve_0140_lidar_classes.ply,13,1097
valve_0141_lidar_classes.ply,0,951
valve_0141_lidar_classes.ply,1,231
valve_0141_lidar_classes.ply,2,176
valve_0141_lidar_classes.ply,3,374
valve_0141_lidar_classes.ply,4,320
valve_0141_lidar_classes.ply,5,120
valve_0141_lidar_classes.ply,6,680
valve_0141_lidar_classes.ply,7,126
valve_0141_lidar_classes.ply,8,236
valve_0141_lidar_classes.ply,9,323
valve_0141_lidar_classes.ply,10,248
valve_0141_lidar_classes.ply,11,409
valve_0141_lidar_classes.ply,12,479
valve_0141_lidar_classes.ply,13,914
valve_0142_lidar_classes.ply,0,1006
valve_0142_lidar_classes.ply,1,225
valve_0142_lidar_classes.ply,2,173
valve_0142_lidar_classes.ply,3,392
valve_0142_lidar_classes.ply,4,304
valve_0142_lidar_classes.ply,5,125
valve_0142_lidar_classes.ply,6,782
valve_0142_lidar_classes.ply,7,204
valve_0142_lidar_classes.ply,8,248
valve_0142_lidar_classes.ply,9,277
valve_0142_lidar_classes.ply,10,288
valve_0142_lidar_classes.ply,11,371
valve_0142_lidar_classes.ply,12,504
valve_0142_lidar_classes.ply,13,1127
valve_0143_lidar_classes.ply,0,978
valve_0143_lidar_classes.ply,1,247
valve_0143_lidar_classes.ply,2,177
valve_0143_lidar_classes.ply,3,401
valve_0143_lidar_classes.ply,4,325
valve_0143_lidar_classes.ply,5,107
valve_0143_lidar_classes.ply,6,709
valve_0143_lidar_classes.ply,7,122
valve_0143_lidar_classes.ply,8,219
valve_0143_lidar_classes.ply,9,323
valve_0143_lidar_classes.ply,10,223
valve_0143_lidar_classes.ply,11,363
valve_0143_lidar_classes.ply,12,479
valve_0143_lidar_classes.ply,13,1141
valve_0144_lidar_classes.ply,0,931
valve_0144_lidar_classes.ply,1,289
valve_0144_lidar_classes.ply,2,151
valve_0144_lidar_classes.ply,3,404
valve_0144_lidar_classes.ply,4,309
valve_0144_lidar_classes.ply,5,163
valve_0144_lidar_classes.ply,6,743
valve_0144_lidar_classes.ply,7,120
valve_0144_lidar_classes.ply,8,164
valve_0144_lidar_classes.ply,9,267
valve_0144_lidar_classes.ply,10,257
valve_0144_lidar_classes.ply,11,436
valve_0144_lidar_classes.ply,12,456
valve_0144_lidar_classes.ply,13,1014
valve_0145_lidar_classes.ply,0,1054
valve_0145_lidar_classes.ply,1,221
valve_0145_lidar_classes.ply,2,167
valve_0145_lidar_classes.ply,3,387
valve_0145_lidar_classes.ply,4,382
valve_0145_lidar_classes.ply,5,122
valve_0145_lidar_classes.ply,6,813
valve_0145_lidar_classes.ply,7,187
valve_0145_lidar_classes.ply,8,129
valve_0145_lidar_classes.ply,9,272
valve_0145_lidar_classes.ply,10,239
valve_0145_lidar_classes.ply,11,445
valve_0145_lidar_classes.ply,12,472
valve_0145_lidar_classes.ply,13,1141
valve_0146_lidar_classes.ply,0,983
valve_0146_lidar_classes.ply,1,275
valve_0146_lidar_classes.ply,2,158
valve_0146_lidar_classes.ply,3,365
valve_0146_lidar_classes.ply,4,294
valve_0146_lidar_classes.ply,5,143
valve_0146_lidar_classes.ply,6,747
valve_0146_lidar_classes.ply,7,168
valve_0146_lidar_classes.ply,8,155
valve_0146_lidar_classes.ply,9,227
valve_0146_lidar_classes.ply,10,299
valve_0146_lidar_classes.ply,11,346
valve_0146_lidar_classes.ply,12,502
valve_0146_lidar_classes.ply,13,1054
valve_0147_lidar_classes.ply,0,1074
valve_0147_lidar_classes.ply,1,214
valve_0147_lidar_classes.ply,2,149
valve_0147_lidar_classes.ply,3,373
valve_0147_lidar_classes.ply,4,403
valve_0147_lidar_classes.ply,5,164
valve_0147_lidar_classes.ply,6,749
valve_0147_lidar_classes.ply,7,203
valve_0147_lidar_classes.ply,8,241
valve_0147_lidar_classes.ply,9,279
valve_0147_lidar_classes.ply,10,298
valve_0147_lidar_classes.ply,11,379
valve_0147_lidar_classes.ply,12,537
valve_0147_lidar_classes.ply,13,939
valve_0148_lidar_classes.ply,0,1090
valve_0148_lidar_classes.ply,1,218
valve_0148_lidar_classes.ply,2,157
valve_0148_lidar_classes.ply,3,346
valve_0148_lidar_classes.ply,4,304
valve_0148_lidar_classes.ply,5,115
valve_0148_lidar_classes.ply,6,755
valve_0148_lidar_classes.ply,7,126
valve_0148_lidar_classes.ply,8,189
valve_0148_lidar_classes.ply,9,294
valve_0148_lidar_classes.ply,10,251
valve_0148_lidar_classes.ply,11,362
valve_0148_lidar_classes.ply,12,520
valve_0148_lidar_classes.ply,13,1087
valve_0149_lidar_classes.ply,0,997
valve_0149_lidar_classes.ply,1,275
valve_0149_lidar_classes.ply,2,145
valve_0149_lidar_classes.ply,3,393
valve_0149_lidar_classes.ply,4,311
valve_0149_lidar_classes.ply,5,138
valve_0149_lidar_classes.ply,6,801
valve_0149_lidar_classes.ply,7,184
valve_0149_lidar_classes.ply,8,158
valve_0149_lidar_classes.ply,9,285
valve_0149_lidar_classes.ply,10,269
valve_0149_lidar_classes.ply,11,351
valve_0149_lidar_classes.ply,12,408
valve_0149_lidar_classes.ply,13,1051
valve_0150_lidar_classes.ply,0,1042
valve_0150_lidar_classes.ply,1,248
valve_0150_lidar_classes.ply,2,163
valve_0150_lidar_classes.ply,3,372
valve_0150_lidar_classes.ply,4,303
valve_0150_lidar_classes.ply,5,165
valve_0150_lidar_classes.ply,6,910
valve_0150_lidar_classes.ply,7,156
valve_0150_lidar_classes.ply,8,221
valve_0150_lidar_classes.ply,9,299
valve_0150_lidar_classes.ply,10,282
valve_0150_lidar_classes.ply,11,386
valve_0150_lidar_classes.ply,12,488
valve_0150_lidar_classes.ply,13,959
valve_0151_lidar_classes.ply,0,935
valve_0151_lidar_classes.ply,1,235
valve_0151_lidar_classes.ply,2,173
valve_0151_lidar_classes.ply,3,389
valve_0151_lidar_classes.ply,4,322
valve_0151_lidar_classes.ply,5,136
valve_0151_lidar_classes.ply,6,772
valve_0151_lidar_classes.ply,7,175
valve_0151_lidar_classes.ply,8,116
valve_0151_lidar_classes.ply,9,257
valve_0151_lidar_classes.ply,10,283
valve_0151_lidar_classes.ply,11,333
valve_0151_lidar_classes.ply,12,552
valve_0151_lidar_classes.ply,13,1052
valve_0152_lidar_classes.ply,0,1014
valve_0152_lidar_classes.ply,1,259
valve_0152_lidar_classes.ply,2,154
valve_0152_lidar_classes.ply,3,353
valve_0152_lidar_classes.ply,4,330
valve_0152_lidar_classes.ply,5,159
valve_0152_lidar_classes.ply,6,801
valve_0152_lidar_classes.ply,7,179
valve_0152_lidar_classes.ply,8,153
valve_0152_lidar_classes.ply,9,255
valve_0152_lidar_classes.ply,10,256
valve_0152_lidar_classes.ply,11,370
valve_0152_lidar_classes.ply,12,472
valve_0152_lidar_classes.ply,13,1075
valve_0154_lidar_classes.ply,0,1008
valve_0154_lidar_classes.ply,1,237
valve_0154_lidar_classes.ply,2,184
valve_0154_lidar_classes.ply,3,344
valve_0154_lidar_classes.ply,4,366
valve_0154_lidar_classes.ply,5,137
valve_0154_lidar_classes.ply,6,770
valve_0154_lidar_classes.ply,7,149
valve_0154_lidar_classes.ply,8,126
valve_0154_lidar_classes.ply,9,266
valve_0154_lidar_classes.ply,10,288
valve_0154_lidar_classes.ply,11,372
valve_0154_lidar_classes.ply,12,544
valve_0154_lidar_classes.ply,13,937
valve_0155_lidar_classes.ply,0,1055
valve_0155_lidar_classes.ply,1,245
valve_0155_lidar_classes.ply,2,149
valve_0155_lidar_classes.ply,3,393
valve_0155_lidar_classes.ply,4,310
valve_0155_lidar_classes.ply,5,143
valve_0155_lidar_classes.ply,6,862
valve_0155_lidar_classes.ply,7,186
valve_0155_lidar_classes.ply,8,224
valve_0155_lidar_classes.ply,9,263
valve_0155_lidar_classes.ply,10,264
valve_0155_lidar_classes.ply,11,391
valve_0155_lidar_classes.ply,12,622
valve_0155_lidar_classes.ply,13,1013
valve_0156_lidar_classes.ply,0,1084
valve_0156_lidar_classes.ply,1,238
valve_0156_lidar_classes.ply,2,154
valve_0156_lidar_classes.ply,3,407
valve_0156_lidar_classes.ply,4,300
valve_0156_lidar_classes.ply,5,144
valve_0156_lidar_classes.ply,6,802
valve_0156_lidar_classes.ply,7,133
valve_0156_lidar_classes.ply,8,197
valve_0156_lidar_classes.ply,9,287
valve_0156_lidar_classes.ply,10,242
valve_0156_lidar_classes.ply,11,424
valve_0156_lidar_classes.ply,12,511
valve_0156_lidar_classes.ply,13,1021
valve_0157_lidar_classes.ply,0,983
valve_0157_lidar_classes.ply,1,238
valve_0157_lidar_classes.ply,2,169
valve_0157_lidar_classes.ply,3,413
valve_0157_lidar_classes.ply,4,282
valve_0157_lidar_classes.ply,5,138
valve_0157_lidar_classes.ply,6,783
valve_0157_lidar_classes.ply,7,254
valve_0157_lidar_classes.ply,8,175
valve_0157_lidar_classes.ply,9,217
valve_0157_lidar_classes.ply,10,289
valve_0157_lidar_classes.ply,11,371
valve_0157_lidar_classes.ply,12,523
valve_0157_lidar_classes.ply,13,1116
valve_0158_lidar_classes.ply,0,1010
valve_0158_lidar_classes.ply,1,252
valve_0158_lidar_classes.ply,2,147
valve_0158_lidar_classes.ply,3,409
valve_0158_lidar_classes.ply,4,309
valve_0158_lidar_classes.ply,5,156
valve_0158_lidar_classes.ply,6,844
valve_0158_lidar_classes.ply,7,118
valve_0158_lidar_classes.ply,8,182
valve_0158_lidar_classes.ply,9,305
valve_0158_lidar_classes.ply,10,274
valve_0158_lidar_classes.ply,11,412
valve_0158_lidar_classes.ply,12,502
valve_0158_lidar_classes.ply,13,928
valve_0159_lidar_classes.ply,0,980
valve_0159_lidar_classes.ply,1,233
valve_0159_lidar_classes.ply,2,150
valve_0159_lidar_classes.ply,3,381
valve_0159_lidar_classes.ply,4,376
valve_0159_lidar_classes.ply,5,169
valve_0159_lidar_classes.ply,6,748
valve_0159_lidar_classes.ply,7,149
valve_0159_lidar_classes.ply,8,139
valve_0159_lidar_classes.ply,9,192
valve_0159_lidar_classes.ply,10,254
valve_0159_lidar_classes.ply,11,418
